,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,check_column,Country Column,Nationality
2271,2848,Scott Parker,Central Midfield,30,West Ham,Championship,Spurs,Premier League,2011-2012,14000000.0,6200000,True,France,England
2272,2849,Borja Valero,Central Midfield,26,West Brom,Premier League,Villarreal CF,LaLiga,2011-2012,12000000.0,6000000,True,Italy,Spain
2273,2850,Adil Rami,Centre-Back,25,LOSC Lille,Ligue 1,Valencia CF,LaLiga,2011-2012,12000000.0,6000000,True,Germany,France
2274,2851,Steven Defour,Central Midfield,23,Standard Liège,Jupiler Pro League,FC Porto,Liga NOS,2011-2012,12000000.0,6000000,True,England,Belgium
2275,2852,Dani Parejo,Central Midfield,22,Getafe CF,LaLiga,Valencia CF,LaLiga,2011-2012,8000000.0,6000000,,Italy,Spain
2276,2853,Nacho Monreal,Left-Back,25,CA Osasuna,LaLiga,Málaga CF,LaLiga,2011-2012,7000000.0,6000000,True,Italy,Spain
2277,2855,Emmanuel Rivière,Centre-Forward,21,Saint-Étienne,Ligue 1,Toulouse,Ligue 1,2011-2012,5250000.0,6000000,True,Italy,Martinique
2278,2861,Isco,Attacking Midfield,19,Valencia B,2ª B - Grupo III,Málaga CF,LaLiga,2011-2012,,6000000,True,Germany,Spain
2279,2862,Djibril Cissé,Centre-Forward,29,Panathinaikos,Super League,Lazio,Serie A,2011-2012,14000000.0,5800000,,Germany,France
2280,2863,Bobby Zamora,Centre-Forward,31,Fulham,Premier League,QPR,Premier League,2011-2012,8000000.0,5800000,,England,England
2281,2864,Giovanni Sio,Centre-Forward,22,FC Sion,Super League,VfL Wolfsburg,1.Bundesliga,2011-2012,4500000.0,5800000,True,Italy,France
2282,2866,Davide Santon,Left-Back,20,Inter,Serie A,Newcastle,Premier League,2011-2012,7500000.0,5650000,True,Italy,Italy
2283,2867,Ezequiel Garay,Centre-Back,24,Real Madrid,LaLiga,Benfica,Liga NOS,2011-2012,10000000.0,5500000,True,England,Argentina
2284,2868,Rafinha,Right-Back,25,Genoa,Serie A,Bayern Munich ,1.Bundesliga,2011-2012,8000000.0,5500000,True,England,
2285,2869,Ilkay Gündogan,Central Midfield,20,1.FC Nuremberg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2011-2012,6500000.0,5500000,,Spain,Germany
2286,2870,Bruno César,Left Midfield,22,Corinthians,Série A,Benfica,Liga NOS,2011-2012,6000000.0,5500000,True,,Brazil
2287,2871,Ivan Perisic,Left Winger,22,Club Brugge,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2011-2012,6000000.0,5500000,,Germany,SFR Yugoslavia
2288,2872,Leroy Fer,Central Midfield,21,Feyenoord,Eredivisie,FC Twente,Eredivisie,2011-2012,5500000.0,5500000,True,,Netherlands
2289,2873,Maxi Moralez,Attacking Midfield,24,Vélez Sarsfield,Torneo Final,Atalanta,Serie A,2011-2012,5000000.0,5300000,True,England,Argentina
2290,2874,Édgar Barreto,Central Midfield,27,Atalanta,Serie A,US Palermo,Serie A,2011-2012,3500000.0,5300000,,France,Paraguay
2291,2877,Federico Marchetti,Goalkeeper,28,Cagliari Calcio,Serie A,Lazio,Serie A,2011-2012,5500000.0,5200000,True,Italy,Italy
2292,2878,Shane Long,Centre-Forward,24,Reading,Championship,West Brom,Premier League,2011-2012,2000000.0,5100000,True,Germany,Ireland
2293,2879,Ricky van Wolfswinkel,Centre-Forward,22,FC Utrecht,Eredivisie,Sporting CP,Liga NOS,2011-2012,6000000.0,5080000,True,Greece,Netherlands
2294,2880,Alex,Centre-Back,29,Chelsea,Premier League,Paris SG,Ligue 1,2011-2012,13000000.0,5000000,True,Germany,
2295,2881,Alou Diarra,Defensive Midfield,29,G. Bordeaux,Ligue 1,Marseille,Ligue 1,2011-2012,12000000.0,5000000,True,,France
2296,2882,Yohan Cabaye,Central Midfield,25,LOSC Lille,Ligue 1,Newcastle,Premier League,2011-2012,11000000.0,5000000,True,Netherlands,France
2297,2884,Diego Forlán,Second Striker,32,Atlético Madrid,LaLiga,Inter,Serie A,2011-2012,10000000.0,5000000,,France,Uruguay
2298,2885,Mehmet Ekici,Attacking Midfield,21,Bayern Munich ,1.Bundesliga,Werder Bremen,1.Bundesliga,2011-2012,6500000.0,5000000,True,England,West Germany
2299,2886,José Callejón,Right Winger,24,Espanyol,LaLiga,Real Madrid,LaLiga,2011-2012,6500000.0,5000000,True,,Spain
2300,2887,Georginio Wijnaldum,Central Midfield,20,Feyenoord,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,6500000.0,5000000,True,,Netherlands
2301,2888,Djibril Cissé,Centre-Forward,30,Lazio,Serie A,QPR,Premier League,2011-2012,6000000.0,5000000,,Spain,France
2302,2889,Ikechukwu Uche,Centre-Forward,27,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,2011-2012,5000000.0,5000000,True,France,Nigeria
2303,2891,Rúben Micael,Attacking Midfield,24,FC Porto,Liga NOS,Atlético Madrid,LaLiga,2011-2012,4900000.0,5000000,,Germany,Portugal
2304,2892,Gabriel Torje,Right Winger,21,Dinamo Bukarest,Liga 1,Udinese Calcio,Serie A,2011-2012,4500000.0,5000000,True,England,Romania
2305,2893,Jonathan,Right-Back,25,Santos FC,Série A,Inter,Serie A,2011-2012,4500000.0,5000000,True,,
2306,2894,Éder,Second Striker,24,Brescia,Serie B,RC Cesena,Serie A,2011-2012,4200000.0,5000000,True,Portugal,
2307,2896,Simone Padoin,Central Midfield,27,Atalanta,Serie A,Juventus,Serie A,2011-2012,3500000.0,5000000,True,,Italy
2308,2898,Nemanja Matic,Defensive Midfield,22,Chelsea,Premier League,Benfica,Liga NOS,2011-2012,3000000.0,5000000,,,SFR Yugoslavia
2309,2901,Alessandro Diamanti,Second Striker,28,Brescia,Serie B,Bologna,Serie A,2011-2012,4000000.0,4860000,True,England,Italy
2310,2902,Alexander Gerndt,Centre-Forward,25,Helsingborg,Allsvenskan,FC Utrecht,Eredivisie,2011-2012,4000000.0,4800000,True,Italy,Sweden
2311,2904,Nedum Onuoha,Centre-Back,25,Man City,Premier League,QPR,Premier League,2011-2012,7500000.0,4700000,True,,Nigeria
2312,2905,Jean Beausejour,Left-Back,27,Birmingham,Championship,Wigan,Premier League,2011-2012,2000000.0,4700000,True,Germany,Chile
2313,2906,Oriol Romeu,Defensive Midfield,19,FC Barcelona B,LaLiga2,Chelsea,Premier League,2011-2012,2500000.0,4600000,True,Germany,Spain
2314,2907,Yuto Nagatomo,Left-Back,24,RC Cesena,Serie A,Inter,Serie A,2011-2012,8500000.0,4500000,True,,Japan
2315,2908,Shaun Wright-Phillips,Right Winger,29,Man City,Premier League,QPR,Premier League,2011-2012,8000000.0,4500000,,England,England
2316,2909,Alan Hutton,Right-Back,26,Spurs,Premier League,Aston Villa,Premier League,2011-2012,7500000.0,4500000,True,,Scotland
2317,2911,John O'Shea,Centre-Back,30,Man Utd,Premier League,Sunderland,Premier League,2011-2012,6500000.0,4500000,True,England,Ireland
2318,2913,Vedad Ibisevic,Centre-Forward,27,TSG Hoffenheim,1.Bundesliga,VfB Stuttgart,1.Bundesliga,2011-2012,6000000.0,4500000,,Portugal,Yugoslavia
2319,2914,Andrea Lazzari,Central Midfield,26,Cagliari Calcio,Serie A,Fiorentina,Serie A,2011-2012,5500000.0,4500000,True,England,Italy
2320,2915,Manu del Moral,Centre-Forward,27,Getafe CF,LaLiga,Sevilla FC,LaLiga,2011-2012,5500000.0,4500000,,Italy,Spain
2321,2916,David N'Gog,Centre-Forward,22,Liverpool,Premier League,Bolton,Premier League,2011-2012,5000000.0,4500000,,Italy,France
2322,2917,Cameron Jerome,Centre-Forward,25,Birmingham,Championship,Stoke City,Premier League,2011-2012,4500000.0,4500000,True,Italy,England
2323,2918,Kevin Strootman,Central Midfield,21,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,4000000.0,4500000,True,,Netherlands
2324,2919,Pape Diakhaté,Centre-Back,27,Dynamo Kyiv,Premier Liga,Granada CF,LaLiga,2011-2012,3750000.0,4500000,,England,Senegal
2325,2921,Zé Love,Second Striker,23,Santos FC,Série A,Genoa,Serie A,2011-2012,3000000.0,4500000,,England,Brazil
2326,2923,José Ángel,Left-Back,21,Sporting Gijón,LaLiga,AS Roma,Serie A,2011-2012,3000000.0,4500000,True,Italy,
2327,2924,Diego Buonanotte,Attacking Midfield,23,River Plate,Primera B Nacional,Málaga CF,LaLiga,2011-2012,2700000.0,4500000,True,England,Argentina
2328,2925,Franco Vázquez,Attacking Midfield,22,Belgrano,Torneo Final,US Palermo,Serie A,2011-2012,2400000.0,4500000,True,,Argentina
2329,2926,Ali Al-Habsi,Goalkeeper,29,Bolton,Premier League,Wigan,Premier League,2011-2012,2000000.0,4300000,True,England,Oman
2330,2927,Joaquín,Right Winger,29,Valencia CF,LaLiga,Málaga CF,LaLiga,2011-2012,10000000.0,4200000,True,France,
2331,2929,Emiliano Viviano,Goalkeeper,25,Bologna,Serie A,Inter,Serie A,2011-2012,12000000.0,4100000,True,Portugal,Italy
2332,2930,Vieirinha,Left-Back,25,PAOK Saloniki,Super League,VfL Wolfsburg,1.Bundesliga,2011-2012,8000000.0,4000000,True,France,Portugal
2333,2932,Abdoulay Konko,Right-Back,27,Genoa,Serie A,Lazio,Serie A,2011-2012,5000000.0,4000000,True,,France
2334,2933,Julien Féret,Central Midfield,29,AS Nancy,Ligue 1,Stade Rennais,Ligue 1,2011-2012,5000000.0,4000000,True,Portugal,France
2335,2935,Ivo Ilicevic,Left Winger,24,1.FC K'lautern,1.Bundesliga,Hamburger SV,1.Bundesliga,2011-2012,5000000.0,4000000,,Italy,West Germany
2336,2936,Sokratis,Centre-Back,23,AC Milan,Serie A,Genoa,Serie A,2011-2012,5000000.0,4000000,True,France,
2337,2939,Kolbeinn Sigthórsson,Centre-Forward,21,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,2011-2012,3500000.0,4000000,,,Iceland
2338,2942,Gabriel Silva,Left-Back,20,Palmeiras,Série A,Granada CF,LaLiga,2011-2012,2500000.0,4000000,True,Germany,
2339,2945,Marco Rossi,Centre-Back,23,Parma,Serie A,RC Cesena,Serie A,2011-2012,1300000.0,4000000,True,Italy,
2340,2946,Salvatore Sirigu,Goalkeeper,24,US Palermo,Serie A,Paris SG,Ligue 1,2011-2012,10000000.0,3900000,True,,Italy
2341,2947,Danny Graham,Centre-Forward,25,Watford,Championship,Swansea,Premier League,2011-2012,1500000.0,3900000,True,,
2342,2948,Ryan Bennett,Centre-Back,21,Peterborough,Championship,Norwich,Premier League,2011-2012,250000.0,3850000,True,Spain,England
2343,2949,Umut Bulut,Centre-Forward,28,Trabzonspor,Süper Lig,Toulouse,Ligue 1,2011-2012,6000000.0,3800000,True,,Turkey
2344,2950,Christian Fuchs,Left-Back,25,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2011-2012,5000000.0,3800000,True,England,Austria
2345,2951,Juan Jesus,Centre-Back,20,Internacional,Série A,Inter,Serie A,2011-2012,3000000.0,3800000,True,England,Brazil
2346,2952,Fábio Rochemback,Central Midfield,30,Grêmio,Série A,DL Yifang,Super League,2011-2012,2000000.0,3790000,,England,Brazil
2347,2954,Shay Given,Goalkeeper,35,Man City,Premier League,Aston Villa,Premier League,2011-2012,5500000.0,3750000,True,England,Ireland
2348,2955,Jeffren,Right Winger,23,FC Barcelona,LaLiga,Sporting CP,Liga NOS,2011-2012,5000000.0,3750000,,England,Venezuela
2349,2956,Jamie O'Hara,Central Midfield,24,Spurs,Premier League,Wolves,Premier League,2011-2012,4500000.0,3750000,,England,
2350,2957,Marco Motta,Right-Back,25,Udinese Calcio,Serie A,Juventus,Serie A,2011-2012,3500000.0,3750000,True,,Italy
2351,2960,Marvin Sordell,Centre-Forward,20,Watford,Championship,Bolton,Premier League,2011-2012,1000000.0,3600000,True,England,England
2352,2961,Kléber,Centre-Forward,21,Atlético-MG,Série A,FC Porto,Liga NOS,2011-2012,1300000.0,3560000,True,Netherlands,
2353,2962,José Antonio Reyes,Right Winger,28,Atlético Madrid,LaLiga,Sevilla FC,LaLiga,2011-2012,15000000.0,3500000,,Spain,Spain
2354,2963,Diego Capel,Left Winger,23,Sevilla FC,LaLiga,Sporting CP,Liga NOS,2011-2012,8000000.0,3500000,True,Spain,Spain
2355,2964,Maxwell,Left-Back,30,FC Barcelona,LaLiga,Paris SG,Ligue 1,2011-2012,7000000.0,3500000,True,Italy,
2356,2965,Barreto,Second Striker,25,Bari,Serie B,Udinese Calcio,Serie A,2011-2012,7000000.0,3500000,True,,
2357,2967,Nicolas N'Koulou,Centre-Back,21,Monaco,Ligue 2,Marseille,Ligue 1,2011-2012,5000000.0,3500000,,Portugal,Cameroon
2358,2968,Jonathan Pitroipa,Right Winger,25,Hamburger SV,1.Bundesliga,Stade Rennais,Ligue 1,2011-2012,4500000.0,3500000,,Italy,Burkina Faso
2359,2969,Thiago Silva,Centre-Back,27,AC Milan,Serie A,Paris SG,Ligue 1,2012-2013,38000000.0,42000000,True,England,Brazil
2360,2971,Lucas Moura,Right Winger,20,São Paulo,Série A,Paris SG,Ligue 1,2012-2013,35000000.0,40000000,,Spain,Brazil
2361,2972,Javi Martínez,Defensive Midfield,24,Athletic Bilbao,LaLiga,Bayern Munich ,1.Bundesliga,2012-2013,30000000.0,40000000,,Spain,Spain[2]
2362,2974,Eden Hazard,Left Winger,21,LOSC Lille,Ligue 1,Chelsea,Premier League,2012-2013,33000000.0,35000000,True,Italy,Belgium
2363,2976,Oscar,Attacking Midfield,20,Internacional,Série A,Chelsea,Premier League,2012-2013,20000000.0,32000000,True,Portugal,
2364,2977,Robin van Persie,Centre-Forward,29,Arsenal,Premier League,Man Utd,Premier League,2012-2013,47500000.0,30700000,True,,Netherlands
2365,2978,Luka Modric,Central Midfield,26,Spurs,Premier League,Real Madrid,LaLiga,2012-2013,40000000.0,30000000,,,SFR Yugoslavia
2366,2979,Ezequiel Lavezzi,Second Striker,27,SSC Napoli,Serie A,Paris SG,Ligue 1,2012-2013,30000000.0,28950000,True,Germany,Argentina
2367,2980,Zlatan Ibrahimovic,Centre-Forward,30,AC Milan,Serie A,Paris SG,Ligue 1,2012-2013,37000000.0,21000000,,Portugal,Sweden
2368,2981,Javi García,Defensive Midfield,25,Benfica,Liga NOS,Man City,Premier League,2012-2013,15000000.0,20200000,True,,Spain
